Fuel Type Code,Station Name,Street Address,Intersection Directions,city,State,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Open_Date
ELEC,Allen Construction,201 N Milpas St,,Santa Barbara,CA,Public - Call ahead,"8am-5pm M-F; mainly for employee use, call ahead for appointment",,3,,2/21/2013
ELEC,Woodland Joint Unified School District - Zamora Elementary,1716 Cottonwood St,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Woodland Joint Unified School District - Plainfield Elementary,20450 County Rd 97,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Woodland Joint Unified School District - Woodland High School,21 N W St,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,4,,9/1/2015
ELEC,Woodland Joint Unified School District - District Office,435 6th St,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Woodland Joint Unified School District - Rhoda Maxwell Elementary School,50 Ashley Ave,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Woodland Joint Unified School District - Whitehead Elementary,624 W Southwood Dr,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Woodland Joint Unified School District - Tafoya Elementary,720 Homestead Way,,Woodland,CA,Public,24 hours daily; check in with office during school hours,,2,,9/1/2015
ELEC,Golden Gate National Recreation Area - Fort Mason,1300-1398 Bay St,Bay Street Parking Lot,San Francisco,CA,Public,Park hours; 4 hour limit,,4,,1/27/2016
ELEC,Golden Gate National Recreation Area - Fort Mason,Building 32,Building 32,San Francisco,CA,Public,24 hours daily,,2,,1/27/2016
ELEC,Golden Gate National Recreation Area - Stinson Beach,4900 Shoreline Highway 1,Stinson Beach Parking Lot,Stinson Beach,CA,Public,Park hours; 4 hour limit,,4,,3/1/2016
ELEC,Anaheim Public Works,955 Melrose Ave,,Anaheim,CA,Private,Fleet and visitor use only,,5,,10/1/2014
ELEC,Tahoe City Public Utility District,221 Fairway Dr,,Tahoe City,CA,Public,24 hours daily,,1,,10/24/2011
ELEC,US Hybrid Headquarters,445 Maple Ave,,Torrance,CA,Private,Available to the public after business hours; 5PM-8AM,,3,1,6/1/2015
ELEC,Quail Hill Shopping Center,6601 Quail Hill Pkwy,Located by the Starbucks,Irvine,CA,Public,24 hours daily,,,1,10/1/2013
ELEC,Hamilton Landing Parking,3 Hamilton Landing,,Novato,CA,Public,24 hours daily,,2,,8/1/2015
ELEC,Hamilton Landing Parking,5 Hamilton Landing,,Novato,CA,Public,24 hours daily,,2,,8/1/2015
ELEC,Hamilton Landing Parking,7 Hamilton Landing,,Novato,CA,Public,24 hours daily,,2,,8/1/2015
ELEC,The Outlets at Orange,20 City Blvd W,Located on the north side by Dave and Busters and on the south side,Orange,CA,Public,24 hours daily,,2,,5/10/2012
ELEC,Sacramento Area Electrical Training Center,2836 El Centro Rd,,Sacramento,CA,Public,24 hours daily,,2,,7/25/2013
ELEC,Mission Bay Aquatic Center - San Diego,1001 Santa Clara Place,,San Diego,CA,Public,,,3,,3/7/2016
ELEC,Ocean Air Rec. Center - San Diego,4770 Fairport Way,,San Diego,CA,Public,,,4,,2/25/2016
ELEC,Northrup Grumman,9356 Spectrum Center Dr,,San Diego,CA,Private,Employee use only,,2,,5/1/2015
ELEC,Porsche of San Diego,9020 Miramar Rd,,San Diego,CA,Public - Call ahead,Dealership business hours; for customer use only,,1,,11/1/2015
ELEC,California Highway Patrol,1365 State Highway 58,,Mojave,CA,Public,8am-5pm daily; maximum session time of 4 hours,,1,,2/1/2015
ELEC,Delano Regional Medical Center,1401 Garces Hwy,,Delano,CA,Private,Employee use only,,4,,10/1/2014
ELEC,CalPERS,400 Q St,,Sacramento,CA,Public,Garage business hours,51,18,,7/27/2011
ELEC,CalPERS,400 P St,,Sacramento,CA,Public,Garage business hours,,4,,4/1/2015
ELEC,City of Sacramento - City Hall,915 I St,,Sacramento,CA,Private,Employee use only,,9,,4/1/2016
ELEC,Marymount College at San Pedro,1600 Palos Verdes Dr N,Located on the side of the administration building,San Pedro,CA,Public,24 hours daily; student use only,,1,,3/4/2013
ELEC,Caltrans - District 10,1604 S B St,Regional Maintenance Facility,Stockton,CA,Private,State vehicle and employee use only,,1,,7/24/2017
ELEC,Caltrans - District 10,1976 MLK Jr Blvd,,Stockton,CA,Private,State vehicle and employee use only,,7,,11/1/2014
ELEC,Otay Mesa Library - San Diego,3003 Coronado Ave.,,San Diego,CA,Public,,,4,,2/20/2016
ELEC,Nobel Rec Center - San Diego,8810 Judicial Dr.,,San Diego,CA,Public,,,7,,3/21/2016
ELEC,Rancho Bernardo-Glassman Rec.,18448 W Bernardo Dr.,,San Diego,CA,Public,,,6,,4/3/2016
ELEC,GeoVera Holdings,1455 Oliver Rd,Located behind the bank,Fairfield,CA,Private,Employee use only,,2,,11/1/2015
ELEC,Caltrans - District 1,3290 N State St,,Ukiah,CA,Private,Employee and state vehicle use only,,1,,12/1/2015
ELEC,Caltrans - District 2,1000 Center St,Located in the east parking lot in the carpool area,Redding,CA,Private,Employee and state vehicle use only,,6,,5/1/2014
ELEC,Caltrans - District 3,379 Colusa Ave,Located on the west side of the office,Yuba City,CA,Private,Employee and state vehicle use only,,1,,7/1/2015
ELEC,Caltrans - District 3,9 9th St,Located at 9th and Yuba carpool Lot,Marysville,CA,Private,Employee and state vehicle use only,,2,,7/1/2015
ELEC,Caltrans - District 3,1403 Furneaux Rd,,Olivehurst,CA,Private,Employee and state vehicle use only,,1,,6/1/2015
ELEC,Caltrans - District 3,3165 Gold Valley Dr,Transportation Management Center,Rancho Cordova,CA,Private,Employee and state vehicle use only,,1,,7/24/2017
ELEC,Caltrans - District 4,111 Grand Ave,Parking Garage,Oakland,CA,Private,Employee and state vehicle use only,,8,,5/1/2015
ELEC,Caltrans - District 4,2616 N Main St,Maintenance Station,Walnut Creek,CA,Private,State vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 4,3401 Regatta Blvd,Construction Field Office,Richmond,CA,Private,Employee and state vehicle use only,,2,,6/1/2015
ELEC,Caltrans - District 4,1007 Knox Ave,Construction Field Office,San Jose,CA,Private,Employee and state vehicle use only,,1,,6/1/2015
ELEC,Caltrans - District 5,50 Higuera St,Auto Pool Barn,San Luis Obispo,CA,Private,Employee and state vehicle use only,,3,,5/1/2015
ELEC,Caltrans - District 6,3240 N Millbrook Ave,Located in the back parking lot,Fresno,CA,Private,Employee and state vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 6,15337 Avenue 296,"One at shop and one at Maintenance Office, located in the back parking lot",Visalia,CA,Private,Employee and state vehicle use only,,2,,5/1/2015
ELEC,Caltrans - District 6,1226 Olive Dr,,Bakersfield,CA,Private,Employee and state vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 6,2015 E Shields Ave,Located at Manchester Center in underground secure parking,Fresno,CA,Private,Employee and state vehicle use only,,1,,7/1/2015
ELEC,Caltrans - District 6,455 S Lemoore Ave,,Lemoore,CA,Private,Employee and state vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 6,805 S Lexington St,,Delano,CA,Private,Employee and state vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 7,2090 Fern Ln,,Glendale,CA,Private,Employee and state vehicle use only,,2,,11/1/2015
ELEC,Caltrans - District 7,12975 W Culver Blvd,,Los Angeles,CA,Private,Employee and state vehicle use only,,2,,11/1/2015
ELEC,Caltrans - District 8,464 W 4th St,,San Bernardino,CA,Private,Employee and state vehicle use only,,3,,1/7/2018
ELEC,Caltrans McFadden Construction Office,15700 Tustin Village Way,Located in the southwest corner of the parking lot,Tustin,CA,Private,Employee and state vehicle use only,,10,,8/31/2018
ELEC,Caltrans - District 32,1920 35th St,Located in shipping and receiving parking by 35th street,Sacramento,CA,Private,Employee and state vehicle use only,,1,,5/1/2015
ELEC,Caltrans - District 32,66 Madonna Rd,,San Luis Obispo,CA,Private,Employee and state vehicle use only,,1,,11/1/2015
ELEC,Caltrans - District 32,13204 Golden State Rd,,Sylmar,CA,Private,Employee and state vehicle use only,,2,,10/29/2019
ELEC,Caltrans Bandini Maintenance Station,7301 E Slauson,,Commerce,CA,Private,Employee and state vehicle use only; Also accepts PayPal,,10,,10/19/2018
ELEC,Caltrans - District 32,100 S Main St,,Los Angeles,CA,Private,Employee and state vehicle use only,,8,,11/1/2015
ELEC,Caltrans - District 32,1993 Marina Blvd,,San Leandro,CA,Private,Employee and state vehicle use only,,2,,12/4/2017
ELEC,Caltrans - District 32,120 Rickard St,,San Francisco,CA,Private,Employee and state vehicle use only,,10,,12/4/2017
ELEC,Caltrans - District 32,6010 Monterey Rd,,San Jose,CA,Private,Employee and state vehicle use only,,2,,12/4/2017
ELEC,Caltrans - District 32,2019 W Texes,,Fairfield,CA,Private,Employee and state vehicle use only,,2,,12/1/2015
ELEC,Caltrans - District 32-30,1385 N West Ave,,Fresno,CA,Private,Employee and state vehicle use only,,4,,5/1/2015
ELEC,Caltrans - District 59,5900 Folsom Blvd,,Sacramento,CA,Private,Employee and state vehicle use only; Also accepts PayPal,,10,,10/19/2018
ELEC,California State University - Long Beach - Parking Structure 1,1250 Bellflower Blvd,Building 91,Long Beach,CA,Public,24 hours daily,,2,,9/30/2013
ELEC,California State University - Long Beach - Parking Structure 2,1250 Bellflower Blvd,Building 91,Long Beach,CA,Public,24 hours daily,,1,,9/30/2013
ELEC,Caltrans - Headquarters,3400 R St,"Located in the southwest corner of the 34th street parking lot, Equipment Shop",Sacramento,CA,Private,Employee and state vehicle use only,,2,,7/1/2015
ELEC,Castilian Technical Center - AppFolio,50 Castilian Dr,,Goleta,CA,Public,24 hours daily,,4,,4/1/2018
ELEC,San Diego Gas and Electric - Kearny Facility,5580 Overland Ave,,San Diego,CA,Private,Employee use only,,6,,6/1/2015
ELEC,San Diego Gas and Electric - Metro,735 33rd St,,San Diego,CA,Private,Employee use only,,6,,6/1/2015
ELEC,"CAIG Laboratories, Inc.",12200 Thatcher Ct,,Poway,CA,Private,,,1,,1/7/2021
ELEC,Fuse Project,140116th St,,San Francisco,CA,Private,,,2,,1/25/2016
ELEC,Woodland Hills Corporate Center,21021 Ventura Blvd,,Los Angeles,CA,Public,24 hours daily,,6,,1/7/2021
ELEC,UC San Diego Health System - Chancellor Park,4510 Executive Dr,,San Diego,CA,Public,24 hours daily,,2,,1/25/2016
ELEC,Pe̱asquitos Transit Station,13538 Sabre Springs Pkwy,,San Diego,CA,Public,24 hours daily,,10,,1/25/2016
ELEC,Keller Williams Realty - San Diego North Inland,13400 Sabre Springs Pkwy,,San Diego,CA,Private,,,1,,1/25/2016
ELEC,Highlands Corporate Center,12730 High Bluff Dr,,San Diego,CA,Private,,,1,,1/7/2021
ELEC,Oak Glen Preserve,39611 Oak Glen Rd,,Oak Glen,CA,Public,8am-4:30pm daily; maximum stay of 2 hours,,1,,1/15/2016
ELEC,City of Placentia - Civic Center,401 E Chapman Ave,,Placentia,CA,Public,8am-6pm M-F,,2,,2/16/2016
ELEC,Cache Creek Casino,14455 CA 16,,Brooks,CA,Public,24 hours daily,,7,,3/1/2016
ELEC,United Parcel Service,1800 N Main St,,Los Angeles,CA,Private,,,6,,3/1/2016
ELEC,United Parcel Service,3800 Sillect Ave,,Bakersfield,CA,Private,,,10,,3/1/2016
ELEC,United Parcel Service,17115 S Western Ave,,Gardena,CA,Private,,,10,,3/1/2016
ELEC,United Parcel Service,1380 Shore St,,Sacramento,CA,Private,,,10,,3/1/2016
ELEC,United Parcel Service,1400 Hil-Mor Dr,,Ceres,CA,Private,,,10,,3/1/2016
ELEC,United Parcel Service,1601 W McKinley Ave,,Fresno,CA,Private,,,10,,3/1/2016
ELEC,United Parcel Service,22 Brookline Dr,,Laguna Hills,CA,Private,,,2,,3/1/2016
ELEC,United Parcel Service,1457 E Victoria Ave,,San Bernardino,CA,Private,,,100,,3/1/2016
ELEC,Adelaide Inn,1215 Ysabel St,,Paso Robles,CA,Public,24 hours daily; for guest use only; see front desk for access,,1,,1/1/2016
ELEC,Bonanza King Resort,475 Coffee Creek Rd,,Coffee Creek,CA,Public - Call ahead,24 hours daily; see front desk for access,,1,,3/1/2016
ELEC,Niner Wine Estates,2400 CA 46 W,,Paso Robles,CA,Public,24 hours daily; for guest use only,,2,,4/1/2016
ELEC,Los Angeles Metro - Arcadia Station,201 N 1st Ave,Located on the ground floor of the parking garage,Arcadia,CA,Public,24 hours daily; pay lot,,3,,2/1/2016
ELEC,Los Angeles Metro - Monrovia Station,1651 S Primrose Ave,Located on the ground floor of the parking garage,Monrovia,CA,Public,24 hours daily; pay lot,,3,,2/1/2016
ELEC,Los Angeles Metro - Duarte Station,1777 Business Center Dr,Located in the parking lot,Duarte,CA,Public,24 hours daily; pay lot,,3,,2/1/2016
ELEC,Los Angeles Metro - Irwindale Station,15988 Avenida Padilla,Located on the ground floor of the parking garage,Irwindale,CA,Public,24 hours daily; pay lot,,3,,2/1/2016
ELEC,Los Angeles Metro - Citrus College Station,901 N Citrus Ave,,Azusa,CA,Public,24 hours daily; pay lot,,3,,2/1/2016
ELEC,City of Woodland - Community Center,2001 East St,North parking lot of Community Center,Woodland,CA,Private,City fleet use only,,1,,9/1/2016
ELEC,City of Woodland - Public Parking,435 Court St,NW corner of Court and College Streets,Woodland,CA,Public,24 hours daily,,2,,9/1/2016
ELEC,TBWA\Chiat\Day,5353 Grosvenor Blvd,,Los Angeles,CA,Private,Employee and visitor use only; see front desk for access,,2,1,9/15/2013
ELEC,Penske Ford Kia,560 Auto Park Dr,Two chargers located on the Ford side and two chargers located on the Kia side,Chula Vista,CA,Private,Service center use only,,,1,4/28/2017
ELEC,Coronado Golf Course,2000 Visalia Row,,Coronado,CA,Public,,,5,,4/1/2016
ELEC,701 Gateway - San Francisco,701 Gateway Blvd,,South San Francisco,CA,Public,,,4,,4/1/2016
ELEC,Selma Nissan,2525 Highland Ave,,Selma,CA,Public - Call ahead,Dealership hours,,2,,8/19/2019
ELEC,California State University - Northridge,18111 Nordhoff St,Lot E5; Located on the east side of Jacaranda Hall,Northridge,CA,Public,24 hours daily; parking permit required,,2,,5/1/2016
ELEC,California State University - San Bernardino,5500 University Pkwy,Located in the west parking structure (level 1),San Bernardino,CA,Public,24 hours daily,,3,,2/1/2016
ELEC,California State University - Stanislaus,1 University Cir,Located in Lot 8,Turlock,CA,Public,24 hours daily; parking permit required,,2,,2/1/2016
ELEC,California State University - Stanislaus,1 University Cir,Located in Lot 11,Turlock,CA,Public,24 hours daily; parking permit required,,2,,2/1/2016
ELEC,Bayside Business Park,4027 Clipper Ct,,Fremont,CA,Public,24 hours daily,,4,,1/1/2016
ELEC,Bayside Business Park,46705 Fremont Blvd,,Fremont,CA,Public,24 hours daily,,2,,1/1/2016
ELEC,Bayside Business Park,47505 Seabridge Dr,,Fremont,CA,Public,24 hours daily,,6,,1/1/2016
ELEC,Tablas Creek Vineyard,9339 Adelaida Rd,,Paso Robles,CA,Public,24 hours daily,,1,,5/1/2016
ELEC,University of California Los Angeles - Housing Sawtelle Parking Structure,3302 Sawtelle Blvd,"Located in resident parking area, level 1",Los Angeles,CA,Private,For UCLA students at University Village,,8,,4/12/2016
ELEC,Christa McAuliffe Middle School,3880 Iron Canyon Cir,,Stockton,CA,Public,24 hours daily,,2,,6/20/2016
ELEC,Bear Creek High School,10555 Thornton Rd,,Stockton,CA,Public,24 hours daily,,2,,6/20/2016
ELEC,LADWP - Van Nuys Payment Center,6550 Van Nuys Blvd,,Los Angeles,CA,Public,9am-5pm M-F,,,1,2/1/2016
ELEC,Alma Street Parking,355 Alma St,,Palo Alto,CA,Public,24 hours daily,,,1,3/1/2016
ELEC,University of Southern California,357 W 35th St,Located in Lot 6,Los Angeles,CA,Public,"Faculty, staff, and student use only",,,1,1/1/2016
ELEC,LADWP - Joint Service Center,1230 W 3rd St,,Los Angeles,CA,Public,24 hours daily,,,1,3/1/2016
ELEC,LADWP - West LA Service Center,1394 S Sepulveda,,Los Angeles,CA,Public,24 hours daily,,,1,2/1/2016
ELEC,LADWP - Substation 65,5555 Sylvia Ave,,Los Angeles,CA,Public,24 hours daily,,,1,3/1/2016
ELEC,LADWP - Substation 98,4261 Arch Dr,,Los Angeles,CA,Public,24 hours daily,,,1,3/1/2016
ELEC,Internal Services Shop,1703 Mountain Ave,,Monrovia,CA,Public,"7am-4pm M-F; keypad activated, instructions on EVSE",,1,,5/26/2016
ELEC,Los Angeles County - Olive View UCLA Medical Center - Overflow Lot,14445 Olive View Dr,Located in the overflow lot,Sylmar,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",10,,,6/30/2018
ELEC,Department of Public Health,750 S Park,Located behind the building,Pomona,CA,Private,"6am-6pm M-F; keypad activated, instructions on EVSE; employee use only",,1,,3/30/2017
ELEC,Los Angeles County - Fire Department Headquarters,1320 N Eastern Ave,Located at the northwestern edge of parking lot,Los Angeles,CA,Private,Fleet use only,,6,,11/30/2017
ELEC,Artemedica,1002 Mendocino Ave,Nason St,Santa Rosa,CA,Public,24 hours daily,,2,,7/7/2016
ELEC,Best Western,25020 W Dorris Ave,,Coalinga,CA,Public,24 hours daily,,,1,5/18/2016
ELEC,Quality Inn,1010 E Prosperity Ave,,Tulare,CA,Public,24 hours daily,,,1,6/15/2016
ELEC,Yolo-Solano Air Quality Management District,1947 Galileo Ct,,Davis,CA,Private,Fleet use only,,2,,4/1/2016
ELEC,Naval Exchange - Naval Base - Coronado - Naval Air Station - North Island,Bldg 2017,,Coronado,CA,Private,,,2,,8/15/2016
ELEC,International Brotherhood of Electrical Workers 569,4545 Viewridge Ave,,San Diego,CA,Private,Employee and visitor use only,,5,,8/1/2016
ELEC,Vallejo City Hall,555 Santa Clara St,,Vallejo,CA,Private,Employee use only,,2,,8/29/2012
ELEC,Amy's Kitchen Corporate Office,1650 Corporate Cir,,Petaluma,CA,Private,,,6,,8/26/2016
ELEC,Peninsula Components Inc,1300 Industrial Rd,,San Carlos,CA,Private,,,6,,8/16/2016
ELEC,Taft City Hall,209 E Kern St,On the east side of the building next to the park,Taft,CA,Public,24 hours daily,,1,,9/14/2016
ELEC,LADWP - Parthenia,18721 Parthenia St,,Northridge,CA,Private,Fleet use only,,2,,10/15/1999
ELEC,LADWP - Crenshaw,4030 Crenshaw Blvd,,Los Angeles,CA,Public,24 hours daily,,16,,10/15/1999
ELEC,LADWP - West Los Angeles Yard,1400 S Sepulveda Blvd,,Los Angeles,CA,Private,Fleet use only,,5,,10/15/1999
ELEC,Organic Grace,906 Redwood Dr,,Garberville,CA,Public - Call ahead,"10am-5:30pm M-F, 10am-4pm Sat",,1,,9/29/2016
ELEC,Ventura County Government Center,800 S Victoria Ave,,Ventura,CA,Private,Motor pool use only,,14,,1/7/2014
ELEC,Siemens Healthcare,725 Potter St,Located near 5th St,Berkeley,CA,Private,,,4,,9/19/2016
ELEC,Whole Foods Market,11666 National Blvd,,Los Angeles,CA,Public,6am-12am daily,,2,,11/1/2016
ELEC,Fresno Yosemite International Airport - Long Term Parking,5175 E Clinton Way,At the intersection of McKinley and Peach,Fresno,CA,Public,24 hours daily,8,,,12/19/2016
ELEC,Sacramento International Airport - Cell Phone Lot,Lindbergh Dr,,Sacramento,CA,Public,24 hours daily,,2,1,6/15/2016
ELEC,Los Angeles Police Department - Main Street Parking,260 S Main St,Main between 2nd and 3rd,Los Angeles,CA,Private,LAPD fleet use only,,100,4,10/15/2016
ELEC,East Century Boulevard Street Parking,1771 E Century Blvd,Power Pole mounted along E Century Blvd,Los Angeles,CA,Public,24 hours daily,,1,,9/15/2016
